views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
5002,1,2002,2013-04-19,2018-10-12,2977,0,EN,1
2655,0,1669,2014-03-17,2018-10-11,2978,0,EN,0
3534,0,750,2016-09-09,2018-09-29,2979,0,EN,1
23142,0,1697,2014-02-18,2018-10-12,2980,0,EN,1
41569,1,1551,2014-07-14,2018-10-12,2981,0,EN,1
37991,0,2427,2012-02-13,2018-10-06,2982,0,EN,1
3268,0,1416,2014-11-26,2018-10-12,2983,0,EN,1
2503,0,392,2017-09-10,2018-10-07,2984,0,ES,1
515,0,1726,2014-01-14,2018-10-06,2985,0,EN,0
69284,1,2157,2012-11-15,2018-10-12,2986,0,EN,1
4497,1,1521,2014-08-13,2018-10-12,2987,0,IT,0
1023,0,1909,2013-07-21,2018-10-12,2988,0,EN,0
14807,1,2269,2012-07-25,2018-10-11,2989,0,DE,0
17046,1,1769,2013-12-08,2018-10-12,2990,0,EN,1
426,0,533,2017-04-19,2018-10-04,2991,0,EN,0
7749,0,1131,2014-12-25,2018-01-29,2992,1,ES,1
1732,0,209,2018-03-17,2018-10-12,2993,0,EN,0
896534,1,1179,2015-07-21,2018-10-12,2994,0,ZH,0
888,0,3048,2010-06-02,2018-10-06,2995,0,EN,0
24833,0,1220,2015-06-10,2018-10-12,2996,0,RU,0
107599,1,1158,2015-08-10,2018-10-11,2997,0,EN,1
9902,0,2458,2012-01-19,2018-10-12,2998,0,EN,1
1448165,0,3411,2009-06-10,2018-10-12,2999,0,EN,0
11920,0,2939,2010-08-24,2018-09-10,3000,0,EN,0
4930,1,2149,2012-10-24,2018-09-12,3001,0,EN,0
378,1,278,2018-01-06,2018-10-11,3002,0,ES,0
1255,1,1788,2013-11-18,2018-10-11,3003,0,CS,0
841,1,1323,2015-02-26,2018-10-11,3004,0,EN,1
952,0,2000,2013-01-04,2018-06-27,3005,1,FR,0
2813,0,1470,2014-10-02,2018-10-11,3006,0,NO,1
549,1,2121,2012-12-12,2018-10-03,3007,0,EN,0
1612,1,744,2016-08-12,2018-08-26,3008,0,EN,0
2477,1,1931,2013-06-29,2018-10-12,3009,0,EN,0
55961,1,1289,2015-03-31,2018-10-10,3010,0,EN,1
8780,1,1919,2013-07-06,2018-10-07,3011,0,EN,0
11906,0,1269,2015-04-22,2018-10-12,3012,0,EN,1
5992,0,2633,2011-07-26,2018-10-10,3013,0,EN,0
3745,0,1115,2015-09-17,2018-10-06,3014,0,EN,1
13296,0,2631,2011-07-24,2018-10-06,3015,0,EN,0
2367,0,916,2016-04-08,2018-10-11,3016,0,EN,1
208,0,817,2016-05-30,2018-08-25,3017,0,EN,0
343,1,1592,2014-06-03,2018-10-12,3018,0,EN,0
416,0,284,2017-12-27,2018-10-07,3019,0,EN,0
3561,1,370,2017-09-30,2018-10-05,3020,0,EN,1
733,0,1164,2015-08-05,2018-10-12,3021,0,EN,0
988,0,1269,2015-04-22,2018-10-12,3022,0,EN,0
3091,1,571,2017-03-20,2018-10-12,3023,0,EN,1
1829,0,1820,2013-10-10,2018-10-04,3024,0,EN,1
9669,1,952,2016-02-28,2018-10-07,3025,0,EN,1
19292,1,2045,2013-03-04,2018-10-09,3026,0,EN,1
8298,1,1121,2015-09-07,2018-10-02,3027,0,EN,1
5507,0,222,2018-03-03,2018-10-11,3028,0,EN,1
1942,1,1397,2014-12-05,2018-10-02,3029,0,EN,0
15303,0,979,2016-02-06,2018-10-12,3030,0,EN,1
800,1,218,2018-03-03,2018-10-07,3031,0,EN,0
9835,0,1582,2014-06-13,2018-10-12,3032,0,EN,1
355,1,581,2017-01-23,2018-08-27,3033,0,EN,0
849685,0,1187,2015-07-13,2018-10-12,3034,0,ZH,0
129,1,3895,2007-10-08,2018-06-07,3035,1,EN,0
1975,0,1976,2013-05-12,2018-10-09,3036,0,EN,0
164,0,521,2014-01-31,2015-07-06,3037,1,OTHER,0
3482,1,289,2017-12-27,2018-10-12,3038,0,EN,1
16283,1,2021,2013-03-31,2018-10-12,3039,0,EN,1
3204,0,2214,2012-09-19,2018-10-12,3040,0,EN,0
2600,0,2594,2011-09-03,2018-10-10,3041,0,EN,0
1504,1,1794,2013-11-13,2018-10-12,3042,0,EN,0
580,0,930,2016-03-26,2018-10-12,3043,0,FR,0
474,0,1078,2015-10-30,2018-10-12,3044,0,OTHER,0
7365,1,1937,2013-06-21,2018-10-10,3045,0,EN,1
2695652,0,2917,2010-10-17,2018-10-12,3046,0,EN,0
5679,1,1778,2013-11-23,2018-10-06,3047,0,CS,0
6326,1,2127,2012-12-15,2018-10-12,3048,0,EN,0
1148,1,1254,2015-05-07,2018-10-12,3049,0,EN,1
643877,1,3397,2009-06-23,2018-10-11,3050,0,EN,0
5872718,1,2740,2011-04-12,2018-10-12,3051,0,EN,0
238,1,1530,2014-08-04,2018-10-12,3052,0,EN,0
2016,1,1200,2015-06-29,2018-10-11,3053,0,EN,1
5080,0,2165,2012-11-07,2018-10-12,3054,0,EN,0
3784,1,1870,2013-08-25,2018-10-08,3055,0,EN,1
9501,0,1596,2014-05-30,2018-10-12,3056,0,IT,1
2240,0,1585,2014-04-28,2018-08-30,3057,0,EN,0
1533,1,1975,2013-05-16,2018-10-12,3058,0,EN,0
40072,1,1094,2015-10-14,2018-10-12,3059,0,EN,1
9576,1,3465,2009-04-03,2018-09-28,3060,0,EN,0
373,0,2034,2013-02-20,2018-09-16,3061,0,EN,0
953,1,1428,2014-11-14,2018-10-12,3062,0,EN,0
24016,1,2021,2013-03-31,2018-10-12,3063,0,EN,1
4745,1,2484,2011-12-23,2018-10-11,3064,0,EN,1
110923,1,1290,2015-03-31,2018-10-11,3065,0,EN,1
99277,0,1400,2014-12-12,2018-10-12,3066,0,EN,1
2899,1,930,2016-03-26,2018-10-12,3067,0,EN,1
7577,1,628,2017-01-22,2018-10-12,3068,0,EN,1
2799,1,1077,2015-10-29,2018-10-10,3069,0,EN,1
1743,1,3533,2009-01-08,2018-09-11,3070,0,EN,0
2366,0,834,2016-06-29,2018-10-11,3071,0,EN,1
1006,0,1435,2014-11-07,2018-10-12,3072,0,EN,1
933672,1,2500,2011-12-08,2018-10-12,3073,0,EN,0
2224,1,2072,2013-01-31,2018-10-04,3074,0,EN,0
1700,0,1035,2015-12-12,2018-10-12,3075,0,EN,1
13295,1,954,2016-03-01,2018-10-11,3076,0,EN,1
11272,0,2101,2013-01-10,2018-10-12,3077,0,ES,1
635,0,1768,2013-07-30,2018-06-02,3078,1,EN,0
7470,0,1780,2013-11-26,2018-10-11,3079,0,PT,1
25976,0,1673,2014-03-14,2018-10-12,3080,0,PT,1
16544,1,2003,2013-04-18,2018-10-12,3081,0,EN,1
2331,0,917,2016-04-08,2018-10-12,3082,0,OTHER,1
2301,0,1298,2015-03-23,2018-10-11,3083,0,EN,1
4882,1,1327,2015-02-21,2018-10-10,3084,0,EN,1
2420,0,1359,2015-01-10,2018-09-30,3085,0,EN,1
873,0,1580,2014-05-16,2018-09-12,3086,0,EN,0
196951,1,624,2017-01-26,2018-10-12,3087,0,EN,0
14962,1,629,2017-01-21,2018-10-12,3088,0,PT,1
138,1,1866,2013-08-03,2018-09-12,3089,0,EN,0
9319,1,1170,2015-07-29,2018-10-11,3090,0,DE,1
2247,1,1152,2015-08-16,2018-10-11,3091,0,FR,1
2024,1,1773,2013-11-20,2018-09-28,3092,0,EN,0
6821,1,1801,2013-11-03,2018-10-09,3093,0,EN,1
2652,0,990,2016-01-25,2018-10-11,3094,0,EN,1
13473,1,1415,2014-11-27,2018-10-12,3095,0,EN,1
5652,0,2422,2012-02-24,2018-10-12,3096,0,EN,1
81976,1,2545,2011-10-18,2018-10-06,3097,0,EN,0
10767,1,1709,2014-02-05,2018-10-11,3098,0,EN,1
2622,1,1562,2014-07-01,2018-10-10,3099,0,FR,1
18361,1,984,2016-02-01,2018-10-12,3100,0,EN,1
216865,0,1943,2013-06-03,2018-09-28,3101,0,EN,0
2533,1,1262,2015-04-29,2018-10-12,3102,0,EN,1
1485,1,2064,2013-02-14,2018-10-10,3103,0,EN,1
1143947,1,2315,2012-06-10,2018-10-12,3104,0,ES,0
1631,0,877,2016-05-18,2018-10-12,3105,0,DE,0
1377070,0,699,2016-11-12,2018-10-12,3106,0,EN,0
2976,1,1865,2013-09-03,2018-10-12,3107,0,EN,1
16906,1,2186,2012-10-14,2018-10-09,3108,0,ZH,1
996,1,1371,2014-10-08,2018-07-10,3109,1,EN,0
12670,0,1726,2014-01-20,2018-10-12,3110,0,IT,1
20938,1,1779,2013-11-21,2018-10-05,3111,0,EN,0
1486,1,1433,2014-11-03,2018-10-06,3112,0,EN,1
3219,1,1163,2015-08-05,2018-10-11,3113,0,EN,0
19994,1,2083,2013-01-27,2018-10-11,3114,0,EN,0
2127,0,886,2016-04-02,2018-09-05,3115,0,EN,0
1516,0,2315,2012-05-29,2018-09-30,3116,0,EN,0
8150,1,615,2017-01-23,2018-09-30,3117,0,EN,1
180179,1,2655,2011-07-02,2018-10-08,3118,0,EN,0
5381,1,1681,2014-03-06,2018-10-12,3119,0,EN,0
15739,0,759,2016-09-13,2018-10-12,3120,0,KO,1
2754481,0,1581,2014-06-14,2018-10-12,3121,0,EN,0
1144,0,1881,2013-08-05,2018-09-29,3122,0,EN,0
626,0,1868,2013-08-24,2018-10-05,3123,0,EN,1
93506,1,1734,2014-01-12,2018-10-12,3124,0,EN,0
1480,1,1449,2014-09-23,2018-09-11,3125,0,EN,0
1373,0,1454,2014-09-11,2018-09-04,3126,0,EN,0
1556,0,1399,2014-11-26,2018-09-25,3127,0,EN,1
4763,1,926,2016-03-30,2018-10-12,3128,0,EN,1
3512,0,2376,2012-02-26,2018-08-29,3129,0,EN,1
6958,1,807,2016-07-26,2018-10-11,3130,0,EN,1
3056,1,1997,2013-04-21,2018-10-09,3131,0,EN,1
3703,0,1715,2014-01-31,2018-10-12,3132,0,EN,0
463,0,504,2017-03-26,2018-08-12,3133,0,RU,0
3564,0,3328,2009-08-31,2018-10-11,3134,0,EN,0
1653,1,502,2017-05-23,2018-10-07,3135,0,EN,0
2396,0,504,2017-05-22,2018-10-08,3136,0,EN,1
884,0,1143,2015-06-19,2018-08-05,3137,0,EN,0
235,0,1080,2015-10-22,2018-10-06,3138,0,EN,0
21607,0,1543,2014-07-19,2018-10-09,3139,0,FR,1
1338,1,227,2018-02-26,2018-10-11,3140,0,EN,1
2713,1,1672,2014-03-11,2018-10-08,3141,0,EN,1
9529,1,2490,2011-12-18,2018-10-12,3142,0,EN,1
88238,1,2150,2012-11-22,2018-10-12,3143,0,ES,1
954,1,280,2018-01-05,2018-10-12,3144,0,EN,1
3645,1,1368,2015-01-13,2018-10-12,3145,0,EN,1
7027,1,731,2016-10-11,2018-10-12,3146,0,OTHER,1
383,1,460,2017-07-06,2018-10-09,3147,0,EN,0
5489,1,1095,2015-10-09,2018-10-08,3148,0,EN,1
7773,1,2236,2012-08-28,2018-10-12,3149,0,EN,1
1410,0,2083,2013-01-12,2018-09-26,3150,0,EN,0
9388,1,1368,2015-01-11,2018-10-10,3151,0,DE,1
1551,0,1925,2013-06-21,2018-09-28,3152,0,EN,0
3449,0,1778,2013-11-28,2018-10-11,3153,0,EN,0
7528,1,1216,2015-06-13,2018-10-11,3154,0,EN,1
1707,1,1031,2015-12-16,2018-10-12,3155,0,EN,0
7168,1,2727,2011-04-25,2018-10-12,3156,0,EN,1
713,0,309,2017-12-05,2018-10-10,3157,0,EN,0
26195,1,1131,2015-09-07,2018-10-12,3158,0,FR,1
729,0,1400,2014-06-20,2018-04-20,3159,1,EN,0
1986,0,1148,2015-08-16,2018-10-07,3160,0,EN,0
55217,1,2543,2011-10-26,2018-10-12,3161,0,DE,1
1751,1,936,2016-03-19,2018-10-11,3162,0,FR,0
19450,1,2694,2011-05-28,2018-10-12,3163,0,EN,1
7078,1,2001,2013-04-20,2018-10-12,3164,0,EN,1
21254,1,3433,2009-05-19,2018-10-12,3165,0,DE,0
2490,1,1634,2014-04-22,2018-10-12,3166,0,EN,1
2231,0,673,2016-12-08,2018-10-12,3167,0,EN,1
926,0,1157,2015-08-12,2018-10-12,3168,0,DE,0
1696,1,2257,2012-07-21,2018-09-25,3169,0,EN,0
1610,0,1583,2014-05-17,2018-09-16,3170,0,EN,0
3312,1,513,2017-05-16,2018-10-11,3171,0,EN,1
2889,0,2197,2012-09-11,2018-09-17,3172,0,ES,0
2672,0,1396,2014-12-15,2018-10-11,3173,0,EN,1
6222,1,2107,2012-12-31,2018-10-08,3174,0,EN,0
5131,0,2391,2012-03-25,2018-10-11,3175,0,EN,0
54097,0,1723,2014-01-23,2018-10-12,3176,0,ES,0
5028,0,2431,2012-02-11,2018-10-08,3177,0,EN,1
25775,0,1555,2014-07-10,2018-10-12,3178,0,PT,1
12207,0,1793,2013-03-21,2018-02-16,3179,1,OTHER,0
283,0,3292,2009-08-01,2018-08-06,3180,0,EN,0
2496926,0,1911,2013-07-19,2018-10-12,3181,0,EN,0
2194,0,1976,2013-05-15,2018-10-12,3182,0,EN,0
25682,1,2460,2012-01-16,2018-10-11,3183,0,EN,1
819,0,1978,2013-05-13,2018-10-12,3184,0,EN,0
2533,0,364,2017-09-29,2018-09-28,3185,0,EN,1
11954,1,1115,2015-09-18,2018-10-07,3186,0,DE,1
96,1,250,2018-01-08,2018-09-15,3187,0,EN,0
20871,0,688,2016-11-23,2018-10-12,3188,0,EN,1
1672,0,1094,2015-10-10,2018-10-08,3189,0,EN,0
303,0,1722,2013-11-14,2018-08-02,3190,0,FR,0
1414,0,2028,2013-03-24,2018-10-12,3191,0,EN,0
1673,1,2071,2013-02-03,2018-10-06,3192,0,EN,0
3415,1,2272,2012-07-17,2018-10-06,3193,0,EN,1
2357,1,386,2017-09-21,2018-10-12,3194,0,EN,1
7773,1,1239,2015-05-22,2018-10-12,3195,0,EN,0
811,1,422,2017-07-16,2018-09-11,3196,0,EN,0
4948,1,1629,2014-03-28,2018-09-12,3197,0,EN,0
8227,0,2092,2013-01-19,2018-10-12,3198,0,EN,1
252761,0,2416,2012-03-01,2018-10-12,3199,0,EN,0
18708,0,2014,2013-04-07,2018-10-12,3200,0,DE,0
5377,0,1990,2013-05-01,2018-10-12,3201,0,EN,1
226,0,1452,2014-08-23,2018-08-14,3202,0,EN,0
3043,0,1783,2013-08-15,2018-07-03,3203,1,EN,0
1744,0,1706,2014-02-07,2018-10-10,3204,0,EN,0
23255,1,1055,2015-11-22,2018-10-12,3205,0,CS,1
2812,0,791,2016-08-10,2018-10-10,3206,0,EN,1
1460,1,868,2016-05-27,2018-10-12,3207,0,DE,0
837,1,1810,2013-10-22,2018-10-06,3208,0,EN,0
43751,1,1998,2013-04-23,2018-10-12,3209,0,EN,1
3631,0,911,2016-04-07,2018-10-05,3210,0,EN,0
8096,0,1187,2015-07-13,2018-10-12,3211,0,EN,1
25081,0,1190,2015-07-10,2018-10-12,3212,0,EN,1
2881,0,1008,2016-01-05,2018-10-09,3213,0,EN,1
30319,1,2929,2010-09-19,2018-09-26,3214,0,EN,1
629179,1,1674,2014-03-13,2018-10-12,3215,0,EN,0
15542,1,2284,2012-07-09,2018-10-10,3216,0,DE,0
362,0,1592,2014-05-15,2018-09-23,3217,0,EN,0
15576,1,1597,2014-05-28,2018-10-11,3218,0,EN,1
8815,1,1351,2015-01-30,2018-10-12,3219,0,RU,1
5999,0,2081,2013-01-12,2018-09-24,3220,0,EN,0
618,0,1929,2013-07-01,2018-10-12,3221,0,EN,0
28394,1,1533,2014-08-01,2018-10-12,3222,0,EN,0
93256,1,1260,2015-05-01,2018-10-12,3223,0,EN,1
3985,1,1237,2015-05-23,2018-10-11,3224,0,EN,1
11071,0,440,2017-07-27,2018-10-10,3225,0,EN,1
1584,1,719,2016-10-22,2018-10-11,3226,0,EN,1
3463,0,1181,2015-07-19,2018-10-12,3227,0,DE,1
332126,0,2670,2011-06-21,2018-10-12,3228,0,ZH,0
3804,1,1735,2014-01-09,2018-10-10,3229,0,EN,1
5675,1,958,2016-02-16,2018-10-01,3230,0,EN,1
50771,0,2296,2012-06-29,2018-10-12,3231,0,EN,1
8753527,1,1946,2013-06-14,2018-10-12,3232,0,DE,0
1971,1,1522,2014-08-12,2018-10-12,3233,0,EN,0
1047,1,999,2016-01-17,2018-10-12,3234,0,EN,1
3873,0,893,2016-05-02,2018-10-12,3235,0,EN,0
4316,1,1388,2014-12-24,2018-10-12,3236,0,EN,0
2249,0,1825,2013-09-28,2018-09-27,3237,0,EN,0
6461,1,499,2017-05-31,2018-10-12,3238,0,EN,1
842,0,953,2016-02-13,2018-09-23,3239,0,ES,0
2653,1,3672,2008-09-02,2018-09-22,3240,0,EN,0
9538,0,1552,2014-07-13,2018-10-12,3241,0,IT,1
2179,1,1918,2013-07-12,2018-10-12,3242,0,EN,0
4010,0,1352,2015-01-28,2018-10-11,3243,0,EN,0
2166,1,1527,2014-08-03,2018-10-08,3244,0,EN,1
3222,0,1238,2015-05-22,2018-10-11,3245,0,RU,0
4391,1,1820,2013-10-18,2018-10-12,3246,0,EN,1
933,1,546,2017-04-14,2018-10-12,3247,0,EN,0
1117,0,771,2016-09-01,2018-10-12,3248,0,ES,0
10153,1,741,2016-10-01,2018-10-12,3249,0,HU,1
14214,1,973,2016-02-12,2018-10-12,3250,0,EN,1
586,1,1842,2013-09-14,2018-09-30,3251,0,EN,0
545,0,2192,2012-10-03,2018-10-04,3252,0,EN,0
102153,0,3328,2009-08-29,2018-10-09,3253,0,EN,0
9148,1,1285,2015-03-30,2018-10-05,3254,0,EN,0
302,0,1962,2013-05-23,2018-10-06,3255,0,DE,0
6195,0,2151,2012-11-11,2018-10-02,3256,0,EN,1
7039,0,1840,2013-09-25,2018-10-09,3257,0,EN,1
561,0,1696,2014-02-19,2018-10-12,3258,0,EN,1
62733,0,2162,2012-11-10,2018-10-12,3259,0,EN,0
950512,0,578,2017-03-13,2018-10-12,3260,0,RU,0
16273,1,505,2017-05-25,2018-10-12,3261,0,EN,1
8012,0,1789,2013-11-18,2018-10-12,3262,0,KO,1
93393,1,1275,2015-04-16,2018-10-12,3263,0,EN,1
6662,1,1934,2013-06-26,2018-10-12,3264,0,DE,0
145,0,1169,2015-07-27,2018-10-08,3265,0,EN,0
1484,0,2185,2012-10-18,2018-10-12,3266,0,EN,0
11712,0,1819,2013-10-18,2018-10-11,3267,0,RU,1
3529,0,2084,2013-01-27,2018-10-12,3268,0,FR,1
9662,0,797,2016-08-06,2018-10-12,3269,0,EN,1
3435,1,1848,2013-09-20,2018-10-12,3270,0,FR,1
2386,0,1415,2014-11-23,2018-10-08,3271,0,EN,1
35429,0,2020,2013-03-31,2018-10-11,3272,0,EN,0
2019,1,1998,2013-04-20,2018-10-09,3273,0,EN,1
974,0,566,2017-03-25,2018-10-12,3274,0,ES,0
35519,1,1804,2013-11-03,2018-10-12,3275,0,DE,1
6849,1,2103,2013-01-07,2018-10-11,3276,0,EN,1
2432,1,955,2016-03-01,2018-10-12,3277,0,DE,1
1220,1,1818,2013-06-15,2018-06-07,3278,1,EN,0
330,1,1108,2015-09-09,2018-09-21,3279,0,EN,0
2170,1,1712,2014-01-31,2018-10-09,3280,0,EN,0
1096,1,1232,2015-05-29,2018-10-12,3281,0,EN,0
42991,1,673,2016-12-08,2018-10-12,3282,0,EN,1
21581,1,593,2017-02-25,2018-10-11,3283,0,EN,1
2366,0,2506,2011-09-04,2018-07-15,3284,0,EN,0
5260,0,2252,2012-08-12,2018-10-12,3285,0,EN,1
2629,0,710,2016-10-28,2018-10-08,3286,0,EN,1
445,0,1531,2014-08-01,2018-10-10,3287,0,EN,0
335,0,1071,2015-10-25,2018-09-30,3288,0,EN,0
282,1,383,2017-09-03,2018-09-21,3289,0,EN,0
1228,0,742,2016-09-11,2018-09-23,3290,0,EN,0
15935,1,1414,2014-11-17,2018-10-01,3291,0,EN,1
101901,1,2254,2012-06-26,2018-08-28,3292,0,EN,1
7714,0,1184,2015-07-15,2018-10-11,3293,0,EN,1
9323,0,2047,2013-02-24,2018-10-03,3294,0,DE,0
3694,0,918,2016-04-01,2018-10-06,3295,0,EN,1
606,0,976,2016-02-02,2018-10-05,3296,0,EN,1
131902,1,1846,2013-09-22,2018-10-12,3297,0,EN,0
6263,0,899,2016-04-22,2018-10-08,3298,0,DE,1
6858,1,2485,2011-12-23,2018-10-12,3299,0,EN,1
562,0,1096,2015-10-11,2018-10-11,3300,0,EN,0
5154,0,1749,2013-12-16,2018-09-30,3301,0,EN,1
1129,0,1333,2015-02-05,2018-09-30,3302,0,EN,0
15140,0,2456,2012-01-21,2018-10-12,3303,0,DE,1
8159,1,1699,2014-02-16,2018-10-12,3304,0,EN,1
391,1,1377,2014-12-05,2018-09-12,3305,0,EN,0
20562,1,1413,2014-11-18,2018-10-01,3306,0,EN,0
584,1,669,2016-12-10,2018-10-10,3307,0,EN,0
5819,1,2059,2013-02-21,2018-10-12,3308,0,EN,1
6590,0,1214,2015-06-15,2018-10-11,3309,0,NL,1
1634,1,2269,2012-07-25,2018-10-11,3310,0,EN,1
1810,1,322,2017-11-21,2018-10-09,3311,0,EN,1
1969,0,876,2016-04-27,2018-09-20,3312,0,EN,1
2736,1,2676,2011-06-09,2018-10-06,3313,0,EN,1
1910,0,1212,2015-06-02,2018-09-26,3314,0,EN,1
40294,1,1480,2014-09-23,2018-10-12,3315,0,EN,0
9457,0,2098,2013-01-13,2018-10-12,3316,0,RU,1
29987,1,2627,2011-08-02,2018-10-11,3317,0,EN,1
55206,1,1141,2015-08-27,2018-10-11,3318,0,EN,0
1043,1,2169,2012-09-29,2018-09-07,3319,0,EN,0
23230,1,2013,2013-04-01,2018-10-05,3320,0,EN,0
866,0,1844,2013-06-09,2018-06-27,3321,1,EN,0
275,1,381,2016-05-23,2017-06-08,3322,1,EN,0
4243,1,792,2016-08-11,2018-10-12,3323,0,EN,1
60231,1,2370,2012-04-11,2018-10-07,3324,0,ZH,0
45444,1,1828,2013-10-10,2018-10-12,3325,0,EN,1
3907,0,1474,2014-09-29,2018-10-12,3326,0,EN,1
28265,0,3299,2009-08-21,2018-09-02,3327,0,EN,1
33500,1,2275,2012-07-20,2018-10-12,3328,0,EN,1
2304,1,1607,2014-05-19,2018-10-12,3329,0,EN,1
106008,0,2428,2012-02-18,2018-10-12,3330,0,EN,1
5935,1,1518,2014-08-13,2018-10-09,3331,0,EN,1
2914,1,991,2016-01-18,2018-10-05,3332,0,EN,0
3766,1,1461,2014-10-11,2018-10-11,3333,0,EN,1
5797498,0,1349,2015-02-01,2018-10-12,3334,0,EN,0
6105,0,1586,2014-06-09,2018-10-12,3335,0,EN,0
2276,0,745,2016-09-27,2018-10-12,3336,0,ES,0
443,0,1844,2013-08-11,2018-08-29,3337,0,EN,0
1813,0,2236,2012-08-28,2018-10-12,3338,0,EN,1
5310,1,816,2016-07-07,2018-10-01,3339,0,EN,1
1694,1,1980,2013-04-21,2018-09-22,3340,0,EN,0
9702,0,1488,2014-05-12,2018-06-08,3341,1,EN,0
128,0,715,2016-10-26,2018-10-11,3342,0,EN,0
296,1,859,2016-05-28,2018-10-04,3343,0,EN,0
2721,1,198,2018-03-28,2018-10-12,3344,0,IT,1
838,1,1510,2014-07-25,2018-09-12,3345,0,EN,0
4364,1,2304,2012-06-13,2018-10-04,3346,0,EN,0
432112,0,2591,2011-09-03,2018-10-07,3347,0,JA,0
167389,0,1714,2014-02-01,2018-10-12,3348,0,PT,0
399,0,976,2016-02-07,2018-10-10,3349,0,EN,0
23664,1,2197,2012-10-03,2018-10-09,3350,0,EN,1
373,0,289,2017-12-26,2018-10-11,3351,0,EN,0
16396,1,1796,2013-11-11,2018-10-12,3352,0,EN,1
622,0,2666,2011-06-25,2018-10-12,3353,0,EN,0
12246,0,1941,2013-06-04,2018-09-27,3354,0,SV,0
16131,1,2293,2012-06-19,2018-09-29,3355,0,EN,1
6887,1,737,2016-10-05,2018-10-12,3356,0,EN,1
19647,0,588,2017-03-03,2018-10-12,3357,0,KO,1
712274,0,1597,2014-05-29,2018-10-12,3358,0,ES,0
1616,0,1621,2014-05-05,2018-10-12,3359,0,EN,0
3769,1,562,2017-03-29,2018-10-12,3360,0,EN,1
1098739,1,2102,2013-01-09,2018-10-12,3361,0,DE,1
1029,0,1303,2015-03-10,2018-10-03,3362,0,EN,0
14191,0,1734,2014-01-12,2018-10-12,3363,0,EN,1
711,0,1533,2013-12-01,2018-02-11,3364,1,EN,0
34099,1,2700,2011-05-18,2018-10-08,3365,0,EN,1
13632,0,655,2016-12-26,2018-10-12,3366,0,EN,1
38729,1,1104,2015-10-04,2018-10-12,3367,0,DE,1
17678,1,1909,2013-07-20,2018-10-11,3368,0,RU,1
2175839,0,2337,2012-05-19,2018-10-12,3369,0,EN,0
2471,0,2194,2012-09-30,2018-10-03,3370,0,EN,1
5046,0,2193,2012-10-08,2018-10-10,3371,0,EN,1
7900,0,448,2017-07-20,2018-10-11,3372,0,KO,0
331,0,927,2016-03-26,2018-10-09,3373,0,EN,0
7983,0,948,2016-03-01,2018-10-05,3374,0,EN,0
1726,0,583,2017-03-07,2018-10-11,3375,0,EN,1
985,1,610,2016-12-07,2018-08-09,3376,0,EN,0
4270,1,1494,2014-08-29,2018-10-01,3377,0,EN,1
3615,0,1332,2015-02-18,2018-10-12,3378,0,EN,0
3673,1,1033,2015-12-13,2018-10-11,3379,0,EN,1
2895,1,1346,2015-01-29,2018-10-06,3380,0,EN,1
6778,1,1289,2015-03-31,2018-10-10,3381,0,EN,1
175433,1,1373,2015-01-08,2018-10-12,3382,0,DE,0
6823,1,1839,2013-09-28,2018-10-11,3383,0,EN,1
1676,0,1653,2014-03-24,2018-10-02,3384,0,EN,0
3506,1,2624,2011-07-13,2018-09-18,3385,0,EN,0
6034,1,2162,2012-11-05,2018-10-07,3386,0,EN,1
873,0,1511,2014-08-21,2018-10-10,3387,0,EN,0
1161,0,1955,2012-11-30,2018-04-08,3388,1,ES,0
4085,1,1407,2014-12-04,2018-10-11,3389,0,EN,1
3304,1,2444,2012-01-30,2018-10-09,3390,0,EN,0
12995,1,1135,2015-08-06,2018-09-14,3391,0,EN,1
6758,1,3924,2008-01-13,2018-10-11,3392,0,EN,0
1719,0,2173,2012-10-08,2018-09-20,3393,0,EN,0
15304,1,2202,2012-10-01,2018-10-12,3394,0,EN,1
70,1,785,2016-06-27,2018-08-21,3395,0,EN,0
19916,1,1143,2015-08-26,2018-10-12,3396,0,EN,1
527,0,950,2016-03-06,2018-10-12,3397,0,EN,0
12452,1,1452,2014-10-21,2018-10-12,3398,0,DE,1
186,1,365,2017-10-12,2018-10-12,3399,0,EN,0
20655,1,610,2017-02-09,2018-10-12,3400,0,EN,1
2772,1,1704,2014-02-07,2018-10-08,3401,0,EN,1
2213,1,1969,2013-04-16,2018-09-06,3402,0,EN,0
4521,0,1818,2013-10-20,2018-10-12,3403,0,EN,0
86651,0,1161,2015-08-06,2018-10-10,3404,0,RU,1
791326,0,2436,2012-01-31,2018-10-02,3405,0,EN,0
63505,1,1682,2014-03-05,2018-10-12,3406,0,EN,1
10231,1,2174,2012-10-29,2018-10-12,3407,0,EN,1
1014,0,1152,2015-07-22,2018-09-16,3408,0,DE,0
3667,1,1985,2013-05-06,2018-10-12,3409,0,EN,1
664,0,1407,2014-11-25,2018-10-02,3410,0,EN,0
32918,0,2135,2012-12-01,2018-10-06,3411,0,EN,0
18329,0,1859,2013-09-07,2018-10-10,3412,0,EN,0
1259,0,741,2016-10-01,2018-10-12,3413,0,EN,0
16261,0,1274,2015-04-17,2018-10-12,3414,0,EN,1
2722,1,799,2016-07-26,2018-10-03,3415,0,EN,1
1012,0,1054,2015-11-18,2018-10-07,3416,0,EN,0
12525,0,1037,2015-12-10,2018-10-12,3417,0,ES,1
